2026-03-10T02:31:02+00:00 | TOKEN: 81644488... | METHOD: sendMessage | RES:  | ERR: SSL certificate problem: self signed certificate in certificate chain
2026-03-14T14:50:08+00:00 | TOKEN: 81644488... | METHOD: sendMessage | RES: {"ok":true,"result":{"message_id":484,"from":{"id":8164448894,"is_bot":true,"first_name":"Lbbot_01","username":"Gamerlb01bot"},"chat":{"id":8596579399,"first_name":"Goga","last_name":"Lokhande","username":"Goga1708","type":"private"},"date":1773499808,"text":"Welcome to Goga's bookie bot!","entities":[{"offset":11,"length":4,"type":"bold"}],"reply_markup":{"inline_keyboard":[[{"text":"\ud83d\udcb0 Deposit","callback_data":"DEPOSIT"}],[{"text":"\ud83c\udfe7 Withdraw","callback_data":"WITHDRAW"}],[{"text":"\ud83d\udcca Balance","callback_data":"BALANCE"}]]}}} | ERR: 
2026-03-14T14:52:07+00:00 | TOKEN: 81644488... | METHOD: sendMessage | RES: {"ok":true,"result":{"message_id":486,"from":{"id":8164448894,"is_bot":true,"first_name":"Lbbot_01","username":"Gamerlb01bot"},"chat":{"id":8204776787,"first_name":"Rajani","username":"Rajani1708","type":"private"},"date":1773499927,"text":"Welcome to Rajani's bookie bot!","entities":[{"offset":11,"length":6,"type":"bold"}],"reply_markup":{"inline_keyboard":[[{"text":"\ud83d\udcb0 Deposit","callback_data":"DEPOSIT"}],[{"text":"\ud83c\udfe7 Withdraw","callback_data":"WITHDRAW"}],[{"text":"\ud83d\udcca Balance","callback_data":"BALANCE"}]]}}} | ERR: 
2026-03-14T14:52:09+00:00 | TOKEN: 81644488... | METHOD: answerCallbackQuery | RES: {"ok":true,"result":true} | ERR: 
2026-03-14T14:52:10+00:00 | TOKEN: 81644488... | METHOD: editMessageText | RES: {"ok":true,"result":{"message_id":486,"from":{"id":8164448894,"is_bot":true,"first_name":"Lbbot_01","username":"Gamerlb01bot"},"chat":{"id":8204776787,"first_name":"Rajani","username":"Rajani1708","type":"private"},"date":1773499927,"edit_date":1773499930,"text":"\ud83d\udcb0 Balance is : $300.00","entities":[{"offset":0,"length":23,"type":"bold"}]}} | ERR: 
2026-03-14T14:52:39+00:00 | TOKEN: 81644488... | METHOD: sendMessage | RES: {"ok":true,"result":{"message_id":488,"from":{"id":8164448894,"is_bot":true,"first_name":"Lbbot_01","username":"Gamerlb01bot"},"chat":{"id":8152733609,"first_name":"Vijay48","type":"private"},"date":1773499959,"text":"Welcome to Vijay48's bookie bot!","entities":[{"offset":11,"length":7,"type":"bold"}],"reply_markup":{"inline_keyboard":[[{"text":"\ud83d\udcb0 Deposit","callback_data":"DEPOSIT"}],[{"text":"\ud83c\udfe7 Withdraw","callback_data":"WITHDRAW"}],[{"text":"\ud83d\udcca Balance","callback_data":"BALANCE"}]]}}} | ERR: 
2026-03-14T14:52:41+00:00 | TOKEN: 81644488... | METHOD: answerCallbackQuery | RES: {"ok":true,"result":true} | ERR: 
2026-03-14T14:52:42+00:00 | TOKEN: 81644488... | METHOD: editMessageText | RES: {"ok":true,"result":{"message_id":488,"from":{"id":8164448894,"is_bot":true,"first_name":"Lbbot_01","username":"Gamerlb01bot"},"chat":{"id":8152733609,"first_name":"Vijay48","type":"private"},"date":1773499959,"edit_date":1773499962,"text":"\ud83d\udcb0 Balance is : $250.00","entities":[{"offset":0,"length":23,"type":"bold"}]}} | ERR: 
2026-03-14T14:56:55+00:00 | TOKEN: 81644488... | METHOD: answerCallbackQuery | RES: {"ok":true,"result":true} | ERR: 
2026-03-14T14:56:56+00:00 | TOKEN: 81644488... | METHOD: editMessageText | RES: {"ok":true,"result":{"message_id":484,"from":{"id":8164448894,"is_bot":true,"first_name":"Lbbot_01","username":"Gamerlb01bot"},"chat":{"id":8596579399,"first_name":"Goga","last_name":"Lokhande","username":"Goga1708","type":"private"},"date":1773499808,"edit_date":1773500216,"text":"\ud83d\udcb0 Balance is : $0.00","entities":[{"offset":0,"length":21,"type":"bold"}]}} | ERR: 
2026-03-14T17:42:11+00:00 | TOKEN: 81644488... | METHOD: sendMessage | RES: {"ok":true,"result":{"message_id":490,"from":{"id":8164448894,"is_bot":true,"first_name":"Lbbot_01","username":"Gamerlb01bot"},"chat":{"id":6876259231,"first_name":"Big Rob - $KIMCHI on Doge","username":"capetillorob","type":"private"},"date":1773510131,"text":"Welcome to Big Rob - $KIMCHI on Doge's bookie bot!","entities":[{"offset":11,"length":10,"type":"bold"},{"offset":21,"length":7,"type":"cashtag"},{"offset":21,"length":7,"type":"bold"},{"offset":28,"length":8,"type":"bold"}],"reply_markup":{"inline_keyboard":[[{"text":"\ud83d\udcb0 Deposit","callback_data":"DEPOSIT"}],[{"text":"\ud83c\udfe7 Withdraw","callback_data":"WITHDRAW"}],[{"text":"\ud83d\udcca Balance","callback_data":"BALANCE"}]]}}} | ERR: 
2026-03-14T17:42:15+00:00 | TOKEN: 81644488... | METHOD: answerCallbackQuery | RES: {"ok":true,"result":true} | ERR: 
2026-03-14T17:42:16+00:00 | TOKEN: 81644488... | METHOD: editMessageText | RES: {"ok":true,"result":{"message_id":490,"from":{"id":8164448894,"is_bot":true,"first_name":"Lbbot_01","username":"Gamerlb01bot"},"chat":{"id":6876259231,"first_name":"Big Rob - $KIMCHI on Doge","username":"capetillorob","type":"private"},"date":1773510131,"edit_date":1773510136,"text":"Welcome to Big Rob - $KIMCHI on Doge's bookie bot!\n\n\u2794 You selected: Deposit","entities":[{"offset":21,"length":7,"type":"cashtag"},{"offset":52,"length":23,"type":"bold"}]}} | ERR: 
2026-03-14T17:42:17+00:00 | TOKEN: 81644488... | METHOD: sendMessage | RES: {"ok":true,"result":{"message_id":491,"from":{"id":8164448894,"is_bot":true,"first_name":"Lbbot_01","username":"Gamerlb01bot"},"chat":{"id":6876259231,"first_name":"Big Rob - $KIMCHI on Doge","username":"capetillorob","type":"private"},"date":1773510137,"text":"How much would you like to deposit? (Please type a number, e.g. 50)"}} | ERR: 
2026-03-14T17:42:21+00:00 | TOKEN: 81644488... | METHOD: sendMessage | RES: {"ok":true,"result":{"message_id":493,"from":{"id":8164448894,"is_bot":true,"first_name":"Lbbot_01","username":"Gamerlb01bot"},"chat":{"id":6876259231,"first_name":"Big Rob - $KIMCHI on Doge","username":"capetillorob","type":"private"},"date":1773510141,"text":"Please select the wallet you want to use for this $300 deposit:","reply_markup":{"inline_keyboard":[[{"text":"Wallet: venmo","callback_data":"DEPOSIT_METHOD_venmo"},{"text":"Wallet: paypal","callback_data":"DEPOSIT_METHOD_paypal"}]]}}} | ERR: 
2026-03-14T17:42:25+00:00 | TOKEN: 81644488... | METHOD: answerCallbackQuery | RES: {"ok":true,"result":true} | ERR: 
2026-03-14T17:42:27+00:00 | TOKEN: 81644488... | METHOD: editMessageText | RES: {"ok":true,"result":{"message_id":493,"from":{"id":8164448894,"is_bot":true,"first_name":"Lbbot_01","username":"Gamerlb01bot"},"chat":{"id":6876259231,"first_name":"Big Rob - $KIMCHI on Doge","username":"capetillorob","type":"private"},"date":1773510141,"edit_date":1773510146,"text":"Please select the wallet you want to use for this $300 deposit:\n\n\u2794 Wallet selected is venmo","entities":[{"offset":65,"length":26,"type":"bold"}]}} | ERR: 
2026-03-14T17:42:28+00:00 | TOKEN: 81644488... | METHOD: sendMessage | RES: {"ok":true,"result":{"message_id":494,"from":{"id":8164448894,"is_bot":true,"first_name":"Lbbot_01","username":"Gamerlb01bot"},"chat":{"id":6876259231,"first_name":"Big Rob - $KIMCHI on Doge","username":"capetillorob","type":"private"},"date":1773510148,"text":"Step 1 of 1\nSend $300.00 to Bookie\n\nMethod: venmo\nHandle: $peter\n\n\ud83d\udcf8 After sending the payment, upload the receipt here.","entities":[{"offset":0,"length":11,"type":"bold"},{"offset":17,"length":7,"type":"bold"},{"offset":28,"length":6,"type":"bold"},{"offset":44,"length":5,"type":"code"},{"offset":58,"length":6,"type":"code"}]}} | ERR: 
2026-03-14T17:42:59+00:00 | TOKEN: 81644488... | METHOD: sendPhoto | RES: {"ok":true,"result":{"message_id":496,"from":{"id":8164448894,"is_bot":true,"first_name":"Lbbot_01","username":"Gamerlb01bot"},"chat":{"id":8596579399,"first_name":"Goga","last_name":"Lokhande","username":"Goga1708","type":"private"},"date":1773510179,"photo":[{"file_id":"AgACAgEAAxkBAAIB72m1niECD47tVk84LnQvfuPVvR_bAAK_C2sb4RyoRflyxDNTyj9aAQADAgADcwADOgQ","file_unique_id":"AQADvwtrG-EcqEV4","file_size":1086,"width":42,"height":90},{"file_id":"AgACAgEAAxkBAAIB72m1niECD47tVk84LnQvfuPVvR_bAAK_C2sb4RyoRflyxDNTyj9aAQADAgADbQADOgQ","file_unique_id":"AQADvwtrG-EcqEVy","file_size":16943,"width":149,"height":320},{"file_id":"AgACAgEAAxkBAAIB72m1niECD47tVk84LnQvfuPVvR_bAAK_C2sb4RyoRflyxDNTyj9aAQADAgADeAADOgQ","file_unique_id":"AQADvwtrG-EcqEV9","file_size":75374,"width":373,"height":800},{"file_id":"AgACAgEAAxkBAAIB72m1niECD47tVk84LnQvfuPVvR_bAAK_C2sb4RyoRflyxDNTyj9aAQADAgADeQADOgQ","file_unique_id":"AQADvwtrG-EcqEV-","file_size":133439,"width":597,"height":1280}],"caption":"\ud83d\udcb0 Deposit Credited\n\nPlayer Big Rob - $KIMCHI on Doge (@capetillorob) has sent $300.00 directly to you.\nThis amount has been deposited into your account.\n\nPayment method: venmo\nReference: PART-6\n\nPlease wait at least 10 minutes before pressing 'Didn't Receive' as notifications and transfers can sometimes take a few minutes to process.\n\nReceipt attached below.","caption_entities":[{"offset":0,"length":19,"type":"bold"},{"offset":28,"length":10,"type":"bold"},{"offset":38,"length":7,"type":"cashtag"},{"offset":38,"length":7,"type":"bold"},{"offset":45,"length":10,"type":"bold"},{"offset":55,"length":13,"type":"mention"},{"offset":55,"length":13,"type":"bold"},{"offset":68,"length":1,"type":"bold"},{"offset":79,"length":7,"type":"bold"},{"offset":125,"length":27,"type":"bold"},{"offset":196,"length":140,"type":"italic"}],"reply_markup":{"inline_keyboard":[[{"text":"\ud83d\udea8 Didn't Receive","callback_data":"DISPUTE_SPLIT_6"}]]}}} | ERR: 
2026-03-14T17:43:00+00:00 | TOKEN: 81644488... | METHOD: sendMessage | RES: {"ok":true,"result":{"message_id":497,"from":{"id":8164448894,"is_bot":true,"first_name":"Lbbot_01","username":"Gamerlb01bot"},"chat":{"id":6876259231,"first_name":"Big Rob - $KIMCHI on Doge","username":"capetillorob","type":"private"},"date":1773510180,"text":"\u2705 All payment receipts have been submitted.\nYour deposit has been approved and your wallet is credited instantly! Recipients have 10 minutes to review the payment.","entities":[{"offset":2,"length":41,"type":"bold"}]}} | ERR: 
2026-03-14T17:45:26+00:00 | TOKEN: 81644488... | METHOD: getFile | RES: {"ok":true,"result":{"file_id":"AgACAgEAAxkBAAIB72m1niECD47tVk84LnQvfuPVvR_bAAK_C2sb4RyoRflyxDNTyj9aAQADAgADeQADOgQ","file_unique_id":"AQADvwtrG-EcqEV-","file_size":133439,"file_path":"photos/file_8.jpg"}} | ERR: 
2026-03-14T17:46:01+00:00 | TOKEN: 81644488... | METHOD: sendMessage | RES: {"ok":true,"result":{"message_id":499,"from":{"id":8164448894,"is_bot":true,"first_name":"Lbbot_01","username":"Gamerlb01bot"},"chat":{"id":6876259231,"first_name":"Big Rob - $KIMCHI on Doge","username":"capetillorob","type":"private"},"date":1773510361,"text":"Welcome to Big Rob - $KIMCHI on Doge's bookie bot!","entities":[{"offset":11,"length":10,"type":"bold"},{"offset":21,"length":7,"type":"cashtag"},{"offset":21,"length":7,"type":"bold"},{"offset":28,"length":8,"type":"bold"}],"reply_markup":{"inline_keyboard":[[{"text":"\ud83d\udcb0 Deposit","callback_data":"DEPOSIT"}],[{"text":"\ud83c\udfe7 Withdraw","callback_data":"WITHDRAW"}],[{"text":"\ud83d\udcca Balance","callback_data":"BALANCE"}]]}}} | ERR: 
2026-03-14T17:46:06+00:00 | TOKEN: 81644488... | METHOD: answerCallbackQuery | RES: {"ok":true,"result":true} | ERR: 
2026-03-14T17:46:07+00:00 | TOKEN: 81644488... | METHOD: editMessageText | RES: {"ok":true,"result":{"message_id":499,"from":{"id":8164448894,"is_bot":true,"first_name":"Lbbot_01","username":"Gamerlb01bot"},"chat":{"id":6876259231,"first_name":"Big Rob - $KIMCHI on Doge","username":"capetillorob","type":"private"},"date":1773510361,"edit_date":1773510367,"text":"\ud83d\udcb0 Balance is : $300.00","entities":[{"offset":0,"length":23,"type":"bold"}]}} | ERR: 
2026-03-14T17:46:26+00:00 | TOKEN: 81644488... | METHOD: sendMessage | RES: {"ok":true,"result":{"message_id":501,"from":{"id":8164448894,"is_bot":true,"first_name":"Lbbot_01","username":"Gamerlb01bot"},"chat":{"id":8204776787,"first_name":"Rajani","username":"Rajani1708","type":"private"},"date":1773510386,"text":"Welcome to Rajani's bookie bot!","entities":[{"offset":11,"length":6,"type":"bold"}],"reply_markup":{"inline_keyboard":[[{"text":"\ud83d\udcb0 Deposit","callback_data":"DEPOSIT"}],[{"text":"\ud83c\udfe7 Withdraw","callback_data":"WITHDRAW"}],[{"text":"\ud83d\udcca Balance","callback_data":"BALANCE"}]]}}} | ERR: 
2026-03-14T17:46:28+00:00 | TOKEN: 81644488... | METHOD: answerCallbackQuery | RES: {"ok":true,"result":true} | ERR: 
2026-03-14T17:46:29+00:00 | TOKEN: 81644488... | METHOD: editMessageText | RES: {"ok":true,"result":{"message_id":501,"from":{"id":8164448894,"is_bot":true,"first_name":"Lbbot_01","username":"Gamerlb01bot"},"chat":{"id":8204776787,"first_name":"Rajani","username":"Rajani1708","type":"private"},"date":1773510386,"edit_date":1773510389,"text":"Welcome to Rajani's bookie bot!\n\n\u2794 You selected: Withdraw","entities":[{"offset":33,"length":24,"type":"bold"}]}} | ERR: 
2026-03-14T17:46:30+00:00 | TOKEN: 81644488... | METHOD: sendMessage | RES: {"ok":true,"result":{"message_id":502,"from":{"id":8164448894,"is_bot":true,"first_name":"Lbbot_01","username":"Gamerlb01bot"},"chat":{"id":8204776787,"first_name":"Rajani","username":"Rajani1708","type":"private"},"date":1773510390,"text":"How much would you like to withdraw? (Your available balance is $300.00)"}} | ERR: 
2026-03-14T17:46:35+00:00 | TOKEN: 81644488... | METHOD: sendMessage | RES: {"ok":true,"result":{"message_id":504,"from":{"id":8164448894,"is_bot":true,"first_name":"Lbbot_01","username":"Gamerlb01bot"},"chat":{"id":8204776787,"first_name":"Rajani","username":"Rajani1708","type":"private"},"date":1773510395,"text":"Please select a payout method to receive your $100:","reply_markup":{"inline_keyboard":[[{"text":"venmo","callback_data":"SET_METHOD_NAME_venmo"},{"text":"paypal","callback_data":"SET_METHOD_NAME_paypal"}],[{"text":"\u2795 Other Method","callback_data":"ADD_PAYOUT_METHOD"}]]}}} | ERR: 
2026-03-14T17:46:37+00:00 | TOKEN: 81644488... | METHOD: answerCallbackQuery | RES: {"ok":true,"result":true} | ERR: 
2026-03-14T17:46:39+00:00 | TOKEN: 81644488... | METHOD: editMessageText | RES: {"ok":true,"result":{"message_id":504,"from":{"id":8164448894,"is_bot":true,"first_name":"Lbbot_01","username":"Gamerlb01bot"},"chat":{"id":8204776787,"first_name":"Rajani","username":"Rajani1708","type":"private"},"date":1773510395,"edit_date":1773510398,"text":"Please select a payout method to receive your $100:\n\n\u2794 Method Selected: venmo","entities":[{"offset":53,"length":24,"type":"bold"}]}} | ERR: 
2026-03-14T17:46:40+00:00 | TOKEN: 81644488... | METHOD: sendMessage | RES: {"ok":true,"result":{"message_id":505,"from":{"id":8164448894,"is_bot":true,"first_name":"Lbbot_01","username":"Gamerlb01bot"},"chat":{"id":8204776787,"first_name":"Rajani","username":"Rajani1708","type":"private"},"date":1773510400,"text":"Great. Now please enter your Handle/Address for venmo in chat:"}} | ERR: 
2026-03-14T17:46:55+00:00 | TOKEN: 81644488... | METHOD: sendMessage | RES: {"ok":true,"result":{"message_id":507,"from":{"id":8164448894,"is_bot":true,"first_name":"Lbbot_01","username":"Gamerlb01bot"},"chat":{"id":8204776787,"first_name":"Rajani","username":"Rajani1708","type":"private"},"date":1773510415,"text":"\u2705 Withdrawal Requested!\n$100 has been locked and added to the payout queue. We will notify you when it is processed.","entities":[{"offset":2,"length":21,"type":"bold"}]}} | ERR: 
2026-03-14T17:46:56+00:00 | TOKEN: 81644488... | METHOD: sendMessage | RES: {"ok":true,"result":{"message_id":508,"from":{"id":8164448894,"is_bot":true,"first_name":"Lbbot_01","username":"Gamerlb01bot"},"chat":{"id":8596579399,"first_name":"Goga","last_name":"Lokhande","username":"Goga1708","type":"private"},"date":1773510416,"text":"\ud83c\udfe7 New Withdrawal Request\n\nPlayer: Rajani (@Rajani1708)\nAmount: $100\nMethod: venmo ($rajani58)\nStatus: Queued","entities":[{"offset":3,"length":22,"type":"bold"},{"offset":35,"length":6,"type":"bold"},{"offset":43,"length":11,"type":"mention"},{"offset":64,"length":4,"type":"bold"}]}} | ERR: 
2026-03-14T17:47:34+00:00 | TOKEN: 81644488... | METHOD: sendMessage | RES: {"ok":true,"result":{"message_id":510,"from":{"id":8164448894,"is_bot":true,"first_name":"Lbbot_01","username":"Gamerlb01bot"},"chat":{"id":6876259231,"first_name":"Big Rob - $KIMCHI on Doge","username":"capetillorob","type":"private"},"date":1773510453,"text":"Welcome to Big Rob - $KIMCHI on Doge's bookie bot!","entities":[{"offset":11,"length":10,"type":"bold"},{"offset":21,"length":7,"type":"cashtag"},{"offset":21,"length":7,"type":"bold"},{"offset":28,"length":8,"type":"bold"}],"reply_markup":{"inline_keyboard":[[{"text":"\ud83d\udcb0 Deposit","callback_data":"DEPOSIT"}],[{"text":"\ud83c\udfe7 Withdraw","callback_data":"WITHDRAW"}],[{"text":"\ud83d\udcca Balance","callback_data":"BALANCE"}]]}}} | ERR: 
2026-03-14T17:47:35+00:00 | TOKEN: 81644488... | METHOD: answerCallbackQuery | RES: {"ok":true,"result":true} | ERR: 
2026-03-14T17:47:36+00:00 | TOKEN: 81644488... | METHOD: editMessageText | RES: {"ok":true,"result":{"message_id":510,"from":{"id":8164448894,"is_bot":true,"first_name":"Lbbot_01","username":"Gamerlb01bot"},"chat":{"id":6876259231,"first_name":"Big Rob - $KIMCHI on Doge","username":"capetillorob","type":"private"},"date":1773510453,"edit_date":1773510456,"text":"Welcome to Big Rob - $KIMCHI on Doge's bookie bot!\n\n\u2794 You selected: Deposit","entities":[{"offset":21,"length":7,"type":"cashtag"},{"offset":52,"length":23,"type":"bold"}]}} | ERR: 
2026-03-14T17:47:37+00:00 | TOKEN: 81644488... | METHOD: sendMessage | RES: {"ok":true,"result":{"message_id":511,"from":{"id":8164448894,"is_bot":true,"first_name":"Lbbot_01","username":"Gamerlb01bot"},"chat":{"id":6876259231,"first_name":"Big Rob - $KIMCHI on Doge","username":"capetillorob","type":"private"},"date":1773510457,"text":"How much would you like to deposit? (Please type a number, e.g. 50)"}} | ERR: 
2026-03-14T17:47:41+00:00 | TOKEN: 81644488... | METHOD: sendMessage | RES: {"ok":true,"result":{"message_id":513,"from":{"id":8164448894,"is_bot":true,"first_name":"Lbbot_01","username":"Gamerlb01bot"},"chat":{"id":6876259231,"first_name":"Big Rob - $KIMCHI on Doge","username":"capetillorob","type":"private"},"date":1773510461,"text":"Please select the wallet you want to use for this $200 deposit:","reply_markup":{"inline_keyboard":[[{"text":"Wallet: venmo","callback_data":"DEPOSIT_METHOD_venmo"},{"text":"Wallet: paypal","callback_data":"DEPOSIT_METHOD_paypal"}]]}}} | ERR: 
2026-03-14T17:47:44+00:00 | TOKEN: 81644488... | METHOD: answerCallbackQuery | RES: {"ok":true,"result":true} | ERR: 
2026-03-14T17:47:45+00:00 | TOKEN: 81644488... | METHOD: editMessageText | RES: {"ok":true,"result":{"message_id":513,"from":{"id":8164448894,"is_bot":true,"first_name":"Lbbot_01","username":"Gamerlb01bot"},"chat":{"id":6876259231,"first_name":"Big Rob - $KIMCHI on Doge","username":"capetillorob","type":"private"},"date":1773510461,"edit_date":1773510465,"text":"Please select the wallet you want to use for this $200 deposit:\n\n\u2794 Wallet selected is venmo","entities":[{"offset":65,"length":26,"type":"bold"}]}} | ERR: 
2026-03-14T17:47:46+00:00 | TOKEN: 81644488... | METHOD: sendMessage | RES: {"ok":true,"result":{"message_id":514,"from":{"id":8164448894,"is_bot":true,"first_name":"Lbbot_01","username":"Gamerlb01bot"},"chat":{"id":6876259231,"first_name":"Big Rob - $KIMCHI on Doge","username":"capetillorob","type":"private"},"date":1773510466,"text":"Step 1 of 2\nSend $100.00 to Rajani\n\nMethod: venmo\nHandle: $rajani58\n\n\ud83d\udcf8 After sending the payment, upload the receipt here.","entities":[{"offset":0,"length":11,"type":"bold"},{"offset":17,"length":7,"type":"bold"},{"offset":28,"length":6,"type":"bold"},{"offset":44,"length":5,"type":"code"},{"offset":58,"length":9,"type":"code"}]}} | ERR: 
2026-03-14T17:48:12+00:00 | TOKEN: 81644488... | METHOD: sendPhoto | RES: {"ok":true,"result":{"message_id":516,"from":{"id":8164448894,"is_bot":true,"first_name":"Lbbot_01","username":"Gamerlb01bot"},"chat":{"id":8204776787,"first_name":"Rajani","username":"Rajani1708","type":"private"},"date":1773510492,"photo":[{"file_id":"AgACAgEAAxkBAAICA2m1n1vmK1iS_5wEAZ2SZSOF66dDAALAC2sb4RyoRXFy809lLzxBAQADAgADcwADOgQ","file_unique_id":"AQADwAtrG-EcqEV4","file_size":2067,"width":90,"height":90},{"file_id":"AgACAgEAAxkBAAICA2m1n1vmK1iS_5wEAZ2SZSOF66dDAALAC2sb4RyoRXFy809lLzxBAQADAgADbQADOgQ","file_unique_id":"AQADwAtrG-EcqEVy","file_size":29510,"width":320,"height":320},{"file_id":"AgACAgEAAxkBAAICA2m1n1vmK1iS_5wEAZ2SZSOF66dDAALAC2sb4RyoRXFy809lLzxBAQADAgADeAADOgQ","file_unique_id":"AQADwAtrG-EcqEV9","file_size":70293,"width":571,"height":571}],"caption":"\ud83d\udcb0 Withdrawal Credited\n\nPlayer Big Rob - $KIMCHI on Doge (@capetillorob) has sent $100.00 toward your withdrawal request.\nThis amount has been deposited into your account.\n\nThis payment: $100.00\nTotal requested: $100.00\nPaid so far: $100.00 of $100.00\nRemaining: $0.00\n\nPayment method: venmo\nReference: WD-4 / PART-7\n\nPlease wait at least 10 minutes before pressing 'Didn't Receive' as notifications and transfers can sometimes take a few minutes to process.\n\nReceipt attached below.","caption_entities":[{"offset":0,"length":22,"type":"bold"},{"offset":31,"length":10,"type":"bold"},{"offset":41,"length":7,"type":"cashtag"},{"offset":41,"length":7,"type":"bold"},{"offset":48,"length":10,"type":"bold"},{"offset":58,"length":13,"type":"mention"},{"offset":58,"length":13,"type":"bold"},{"offset":71,"length":1,"type":"bold"},{"offset":82,"length":7,"type":"bold"},{"offset":143,"length":27,"type":"bold"},{"offset":187,"length":7,"type":"bold"},{"offset":212,"length":7,"type":"bold"},{"offset":233,"length":7,"type":"bold"},{"offset":263,"length":5,"type":"bold"},{"offset":318,"length":140,"type":"italic"}],"reply_markup":{"inline_keyboard":[[{"text":"\ud83d\udea8 Didn't Receive","callback_data":"DISPUTE_SPLIT_7"}]]}}} | ERR: 
2026-03-14T17:48:13+00:00 | TOKEN: 81644488... | METHOD: sendMessage | RES: {"ok":true,"result":{"message_id":517,"from":{"id":8164448894,"is_bot":true,"first_name":"Lbbot_01","username":"Gamerlb01bot"},"chat":{"id":6876259231,"first_name":"Big Rob - $KIMCHI on Doge","username":"capetillorob","type":"private"},"date":1773510493,"text":"Step 2 of 2\nSend $100.00 to Bookie\n\nMethod: venmo\nHandle: $peter\n\n\ud83d\udcf8 After sending the payment, upload the receipt here.","entities":[{"offset":0,"length":11,"type":"bold"},{"offset":17,"length":7,"type":"bold"},{"offset":28,"length":6,"type":"bold"},{"offset":44,"length":5,"type":"code"},{"offset":58,"length":6,"type":"code"}]}} | ERR: 
2026-03-14T17:48:24+00:00 | TOKEN: 81644488... | METHOD: sendPhoto | RES: {"ok":true,"result":{"message_id":519,"from":{"id":8164448894,"is_bot":true,"first_name":"Lbbot_01","username":"Gamerlb01bot"},"chat":{"id":8596579399,"first_name":"Goga","last_name":"Lokhande","username":"Goga1708","type":"private"},"date":1773510504,"photo":[{"file_id":"AgACAgEAAxkBAAICA2m1n1vmK1iS_5wEAZ2SZSOF66dDAALAC2sb4RyoRXFy809lLzxBAQADAgADcwADOgQ","file_unique_id":"AQADwAtrG-EcqEV4","file_size":2067,"width":90,"height":90},{"file_id":"AgACAgEAAxkBAAICA2m1n1vmK1iS_5wEAZ2SZSOF66dDAALAC2sb4RyoRXFy809lLzxBAQADAgADbQADOgQ","file_unique_id":"AQADwAtrG-EcqEVy","file_size":29510,"width":320,"height":320},{"file_id":"AgACAgEAAxkBAAICA2m1n1vmK1iS_5wEAZ2SZSOF66dDAALAC2sb4RyoRXFy809lLzxBAQADAgADeAADOgQ","file_unique_id":"AQADwAtrG-EcqEV9","file_size":70293,"width":571,"height":571}],"caption":"\ud83d\udcb0 Deposit Credited\n\nPlayer Big Rob - $KIMCHI on Doge (@capetillorob) has sent $100.00 directly to you.\nThis amount has been deposited into your account.\n\nPayment method: venmo\nReference: PART-8\n\nPlease wait at least 10 minutes before pressing 'Didn't Receive' as notifications and transfers can sometimes take a few minutes to process.\n\nReceipt attached below.","caption_entities":[{"offset":0,"length":19,"type":"bold"},{"offset":28,"length":10,"type":"bold"},{"offset":38,"length":7,"type":"cashtag"},{"offset":38,"length":7,"type":"bold"},{"offset":45,"length":10,"type":"bold"},{"offset":55,"length":13,"type":"mention"},{"offset":55,"length":13,"type":"bold"},{"offset":68,"length":1,"type":"bold"},{"offset":79,"length":7,"type":"bold"},{"offset":125,"length":27,"type":"bold"},{"offset":196,"length":140,"type":"italic"}],"reply_markup":{"inline_keyboard":[[{"text":"\ud83d\udea8 Didn't Receive","callback_data":"DISPUTE_SPLIT_8"}]]}}} | ERR: 
2026-03-14T17:48:26+00:00 | TOKEN: 81644488... | METHOD: sendMessage | RES: {"ok":true,"result":{"message_id":520,"from":{"id":8164448894,"is_bot":true,"first_name":"Lbbot_01","username":"Gamerlb01bot"},"chat":{"id":6876259231,"first_name":"Big Rob - $KIMCHI on Doge","username":"capetillorob","type":"private"},"date":1773510506,"text":"\u2705 All payment receipts have been submitted.\nYour deposit has been approved and your wallet is credited instantly! Recipients have 10 minutes to review the payment.","entities":[{"offset":2,"length":41,"type":"bold"}]}} | ERR: 
2026-03-14T17:48:38+00:00 | TOKEN: 81644488... | METHOD: sendMessage | RES: {"ok":true,"result":{"message_id":522,"from":{"id":8164448894,"is_bot":true,"first_name":"Lbbot_01","username":"Gamerlb01bot"},"chat":{"id":6876259231,"first_name":"Big Rob - $KIMCHI on Doge","username":"capetillorob","type":"private"},"date":1773510518,"text":"Welcome to Big Rob - $KIMCHI on Doge's bookie bot!","entities":[{"offset":11,"length":10,"type":"bold"},{"offset":21,"length":7,"type":"cashtag"},{"offset":21,"length":7,"type":"bold"},{"offset":28,"length":8,"type":"bold"}],"reply_markup":{"inline_keyboard":[[{"text":"\ud83d\udcb0 Deposit","callback_data":"DEPOSIT"}],[{"text":"\ud83c\udfe7 Withdraw","callback_data":"WITHDRAW"}],[{"text":"\ud83d\udcca Balance","callback_data":"BALANCE"}]]}}} | ERR: 
2026-03-14T17:48:41+00:00 | TOKEN: 81644488... | METHOD: answerCallbackQuery | RES: {"ok":true,"result":true} | ERR: 
